player_name,team,season,position,minutes_played,goals,assists,yellow_cards,red_cards
Jan Oblak,Atlético Madrid,s2122,Goalkeeper,3420.0,0.0,0.0,1.0,0.0
Jan Oblak,Atlético Madrid,s2223,   GK,2043.0,0.0,0.0,1.0,0.0
Jan Oblak,Atlético Madrid,s2324,Not Available,3420.0,0.0,0.0,1.0,0.0
Jan Oblak,Atlético Madrid,s2425,GK,90.0,0.0,0.0,0.0,0.0
Jasper Cillessen,Las Palmas,s2425,GK,90.0,0.0,0.0,0.0,0.0
Jasper Cillessen,Valencia,s2122,Goalkeeper,1458.0,0.0,1.0,1.0,0.0
Jaume Costa,Mallorca,s2122,Defender,1830.0,0.0,4.0,5.0,1.0
Jaume Costa,Mallorca,s2223,   D(LR) M(L),1791.0,0.0,1.0,7.0,0.0
Jaume Costa,Mallorca,s2324,Not Available,1681.0,0.0,1.0,7.0,0.0
Jaume Doménech,Valencia,s2122,Goalkeeper,342.0,0.0,0.0,2.0,0.0
Jaume Grau,Zaragoza,s2122,Midfielder,734.0,2.0,0.0,4.0,0.0
Javi Galán,Atlético Madrid,s2425,LB,16.0,0.0,1.0,0.0,0.0
Javi Galán,Celta de Vigo,s2223,   D(L) M(L),2170.0,0.0,2.0,2.0,0.0
Javi Galán,Real Sociedad,s2324,Not Available,1159.0,0.0,1.0,4.0,0.0
Javi Hernández,Girona,s2223,   D(L),588.0,1.0,1.0,2.0,0.0
Javi Hernández,Leganés,s2425,LB,90.0,0.0,1.0,0.0,0.0
Javi Llabrés,Mallorca,s2223,   Forward,16.0,0.0,0.0,0.0,0.0
Javi Llabrés,Mallorca,s2324,Not Available,235.0,1.0,0.0,1.0,0.0
Javi López,Alavés,s2324,Not Available,2387.0,1.0,3.0,3.0,0.0
Javi López,Real Sociedad,s2425,LB,90.0,0.0,0.0,0.0,0.0
Javi Martínez,Osasuna,s2425,DM,6.0,0.0,0.0,0.0,0.0
Javi Martón,Athletic Club,s2425,FW,20.0,0.0,0.0,0.0,0.0
Javi Puado,Espanyol,s2425,FW,90.0,0.0,0.0,0.0,0.0
Javi Rodríguez,Celta de Vigo,s2425,WB,45.0,0.0,0.0,0.0,0.0
Javi Sánchez,Valladolid,s2223,   D(C),1689.0,1.0,0.0,9.0,0.0
Javi Sánchez,Valladolid,s2425,CB,61.0,0.0,0.0,0.0,0.0
Javier Castro,Celta de Vigo,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Javier Díaz,Sevilla,s2122,Goalkeeper,90.0,0.0,0.0,0.0,0.0
Javier Galán Gil,Celta de Vigo,s2122,Midfielder,3300.0,0.0,3.0,9.0,0.0
Javier Guerra,Valencia,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Javier Guerra,Valencia,s2324,Not Available,2502.0,4.0,1.0,3.0,1.0
Javier Guerra,Valencia,s2425,CM,85.0,0.0,0.0,0.0,0.0
Javier Hernández,Cádiz,s2324,Not Available,2517.0,1.0,2.0,10.0,0.0
Javier Llabrés Expósito,Mallorca,s2122,Forward,129.0,0.0,0.0,0.0,0.0
Javier López,Alavés,s2122,Defender,458.0,0.0,0.0,2.0,0.0
Javier Manquillo,Celta de Vigo,s2324,Not Available,746.0,0.0,1.0,3.0,0.0
Javier Manquillo,Celta de Vigo,s2425,CB,45.0,0.0,0.0,0.0,0.0
Javier Martínez,Osasuna,s2122,Midfielder,868.0,1.0,1.0,1.0,0.0
Javier Muñoz,Las Palmas,s2324,Not Available,2646.0,2.0,3.0,6.0,0.0
Javier Muñoz,Las Palmas,s2425,"AM,DM",90.0,0.0,1.0,0.0,0.0
Javier Ontiveros,Fuenlabrada,s2122,Forward,1163.0,1.0,5.0,7.0,0.0
Javier Pastore,Elche,s2122,Midfielder,523.0,0.0,0.0,2.0,1.0
Javier Pastore,Elche,s2223,   AM(CLR),4.0,0.0,0.0,0.0,0.0
Javier Puado,Espanyol,s2122,Midfielder,2255.0,4.0,1.0,5.0,0.0
Javier Puado,Espanyol,s2223,   AM(LR) FW,1478.0,3.0,1.0,3.0,0.0
Javier Serrano Martínez,Atlético Madrid,s2122,Midfielder,66.0,0.0,0.0,1.0,1.0
Jawad El Yamiq,Valladolid,s2223,   D(C),922.0,0.0,0.0,0.0,1.0
Jeison Murillo,Celta de Vigo,s2122,Defender,1116.0,0.0,0.0,5.0,1.0
Jens Jønsson,Cádiz,s2122,Midfielder,1312.0,0.0,1.0,3.0,0.0
Jeremías Ledesma,Cádiz,s2122,Goalkeeper,3420.0,0.0,0.0,4.0,0.0
Jeremías Ledesma,Cádiz,s2223,   GK,2250.0,0.0,0.0,1.0,0.0
Jeremías Ledesma,Cádiz,s2324,Not Available,3049.0,0.0,0.0,0.0,0.0
Jesus Lopez,Elche,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Jesus Rodríguez,Real Betis,s2425,"RW,LW",82.0,0.0,0.0,0.0,0.0
Jesús Areso,Osasuna,s2122,Defender,188.0,0.0,0.0,1.0,0.0
Jesús Areso,Osasuna,s2324,Not Available,2661.0,1.0,6.0,3.0,0.0
Jesús Areso,Osasuna,s2425,RB,90.0,0.0,0.0,0.0,0.0
Jesús Corona,Sevilla,s2122,Forward,1161.0,2.0,4.0,2.0,0.0
Jesús Corona,Sevilla,s2223,   D(R) M(CLR) FW,63.0,0.0,0.0,0.0,0.0
Jesús Fernández Saez,Sevilla,s2122,Forward,388.0,0.0,1.0,0.0,0.0
Jesús Navas,Sevilla,s2122,Defender,1788.0,0.0,3.0,4.0,0.0
Jesús Navas,Sevilla,s2223,   D(R) M(R),1295.0,0.0,0.0,3.0,0.0
Jesús Navas,Sevilla,s2324,Not Available,2010.0,0.0,2.0,6.0,1.0
Jesús Navas,Sevilla,s2425,RW,17.0,0.0,0.0,0.0,0.0
Jesús Owono,Alavés,s2122,Goalkeeper,90.0,0.0,0.0,0.0,0.0
Jesús Owono,Alavés,s2324,Not Available,360.0,0.0,0.0,1.0,0.0
Jesús Santiago,Getafe,s2324,Not Available,657.0,1.0,0.0,4.0,0.0
Jesús Santiago,Getafe,s2425,CM,12.0,0.0,0.0,0.0,0.0
Jesús Santiago,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Jesús Vallejo,Granada,s2324,Not Available,106.0,0.0,0.0,1.0,0.0
Jesús Vallejo,Real Madrid,s2122,Defender,342.0,0.0,0.0,1.0,0.0
Jesús Vallejo,Real Madrid,s2425,CB,11.0,0.0,0.0,0.0,0.0
Jesús Vázquez,Valencia,s2122,Defender,812.0,0.0,0.0,0.0,0.0
Jesús Vázquez,Valencia,s2223,   D(L),272.0,0.0,0.0,1.0,0.0
Jesús Vázquez,Valencia,s2324,Not Available,705.0,1.0,0.0,1.0,0.0
Jesús Vázquez,Valencia,s2425,LB,76.0,0.0,0.0,1.0,0.0
Jhon Solis,Girona,s2324,Not Available,369.0,0.0,0.0,0.0,0.0
Jhon Solis,Girona,s2425,CM,25.0,0.0,0.0,0.0,0.0
Joan García,Espanyol,s2122,Goalkeeper,107.0,0.0,0.0,0.0,0.0
Joan García,Espanyol,s2425,GK,90.0,0.0,0.0,0.0,0.0
Joan Jordán,Alavés,s2425,"DM,RW",27.0,0.0,1.0,0.0,0.0
Joan Jordán,Sevilla,s2122,Midfielder,2527.0,0.0,1.0,9.0,0.0
Joan Jordán,Sevilla,s2223,   M(C),1354.0,0.0,1.0,5.0,0.0
Joan Jordán,Sevilla,s2324,Not Available,378.0,0.0,0.0,1.0,0.0
Joan Rojas,Atlético Madrid,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Joan Sastre,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Joao Cancelo,Barcelona,s2324,Not Available,2506.0,2.0,4.0,7.0,0.0
Joao Félix,Barcelona,s2324,Not Available,1542.0,7.0,3.0,3.0,0.0
Joaquin Panichelli,Alavés,s2324,Not Available,222.0,0.0,0.0,0.0,0.0
Joaquín Fernández,Valladolid,s2223,   D(C) DMC,1467.0,1.0,0.0,3.0,0.0
Joaquín José Marín Ruiz,Granada,s2122,Defender,2304.0,0.0,1.0,11.0,0.0
Joaquín Navarro Jiménez,Alavés,s2122,Defender,1350.0,0.0,0.0,4.0,1.0
Joaquín Sánchez Rodríguez,Real Betis,s2122,Forward,455.0,0.0,1.0,0.0,0.0
Joaquín Sánchez Rodríguez,Real Betis,s2223,   M(CLR) FW,263.0,0.0,1.0,2.0,0.0
Joel Robles,Real Betis,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Joel Roca,Girona,s2223,   Midfielder,65.0,0.0,0.0,1.0,0.0
Jofre Carreras,Espanyol,s2122,Forward,17.0,0.0,1.0,0.0,0.0
Jofre Carreras,Espanyol,s2425,RM,21.0,0.0,0.0,0.0,0.0
Johan Mojica,Elche,s2122,Midfielder,2856.0,2.0,5.0,4.0,0.0
Johan Mojica,Elche,s2223,   D(L) M(L),270.0,0.0,0.0,2.0,0.0
Johan Mojica,Mallorca,s2425,LB,90.0,0.0,0.0,0.0,0.0
Johan Mojica,Osasuna,s2324,Not Available,2041.0,0.0,3.0,1.0,0.0
Johan Mojica,Villarreal,s2223,   D(L) M(L),562.0,0.0,0.0,0.0,0.0
John Chetauya Nwankwo Donald,Elche,s2122,Defender,180.0,0.0,0.0,0.0,0.0
John Donald,Elche,s2223,   D(C),151.0,0.0,0.0,0.0,1.0
John Guidetti,Alavés,s2122,Forward,274.0,0.0,0.0,2.0,0.0
John Joe,Getafe,s2425,LW,6.0,0.0,0.0,0.0,0.0
John Patrick,Getafe,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Johnny Cardoso,Real Betis,s2324,Not Available,1331.0,1.0,2.0,3.0,0.0
Johnny Cardoso,Real Betis,s2425,DM,14.0,0.0,0.0,0.0,0.0
Jokin Ezkieta,Athletic Club,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Jon Ander Olasagasti,Real Sociedad,s2223,   Midfielder,63.0,0.0,0.0,0.0,0.0
Jon Ander Olasagasti,Real Sociedad,s2425,CM,25.0,0.0,0.0,0.0,0.0
Jon Ander Olasagasti,Real Sociedad B,s2122,Midfielder,2770.0,4.0,3.0,5.0,0.0
Jon Aramburu,Real Sociedad,s2324,Not Available,541.0,0.0,0.0,3.0,0.0
Jon Aramburu,Real Sociedad,s2425,RB,16.0,0.0,0.0,1.0,0.0
Jon Bautista,Leganés,s2122,Forward,1157.0,1.0,1.0,4.0,0.0
Jon Guridi,Alavés,s2324,Not Available,2697.0,3.0,4.0,2.0,0.0
Jon Guridi,Alavés,s2425,AM,67.0,0.0,0.0,0.0,0.0
Jon Guridi,Real Sociedad,s2122,Midfielder,200.0,1.0,0.0,0.0,0.0
Jon Karrikaburu,Real Sociedad,s2122,Forward,0.0,0.0,0.0,0.0,0.0
Jon Karrikaburu,Real Sociedad,s2223,   Forward,87.0,0.0,0.0,1.0,0.0
Jon Magunacelaya,Real Sociedad,s2223,   Midfielder,64.0,0.0,0.0,0.0,0.0
Jon Magunacelaya,Real Sociedad,s2425,RM,6.0,0.0,0.0,0.0,0.0
Jon Magunazelaia,Real Sociedad,s2324,Not Available,118.0,0.0,0.0,0.0,0.0
Jon Martin,Real Sociedad,s2425,CB,45.0,0.0,0.0,1.0,0.0
Jon Moncayola,Osasuna,s2122,Midfielder,2921.0,2.0,3.0,3.0,0.0
Jon Moncayola,Osasuna,s2223,   D(R) M(C),1637.0,0.0,0.0,4.0,0.0
Jon Moncayola,Osasuna,s2324,Not Available,1801.0,1.0,3.0,2.0,1.0
Jon Moncayola,Osasuna,s2425,RM,45.0,0.0,0.0,1.0,0.0
Jon Morcillo,Athletic Club,s2223,   AM(L),59.0,0.0,1.0,0.0,0.0
Jon Morcillo,Valladolid,s2122,Forward,229.0,1.0,2.0,0.0,0.0
Jon Olasagasti,Real Sociedad,s2324,Not Available,351.0,0.0,0.0,3.0,0.0
Jon Pacheco,Real Sociedad,s2223,   D(C),767.0,0.0,0.0,2.0,0.0
Jon Pacheco,Real Sociedad,s2324,Not Available,1521.0,1.0,1.0,8.0,0.0
Jon Pacheco,Real Sociedad,s2425,CB,90.0,0.0,0.0,0.0,0.0
Jon Pacheco,Real Sociedad B,s2122,Defender,180.0,0.0,0.0,1.0,0.0
Jonatan Carmona Álamo,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Jonathan Bamba,Celta de Vigo,s2324,Not Available,1993.0,3.0,2.0,0.0,0.0
Jonathan Bamba,Celta de Vigo,s2425,AM,45.0,0.0,0.0,0.0,0.0
Jonathan Gómez,Real Sociedad,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Jonathan Silva,Getafe,s2122,Defender,221.0,0.0,0.0,4.0,0.0
Jonathan Viera,Almería,s2324,Not Available,1541.0,0.0,4.0,2.0,1.0
Jonathan Viera,Las Palmas,s2324,Not Available,1541.0,2.0,0.0,0.0,0.0
Jonás Ramalho,Osasuna,s2122,Defender,245.0,0.0,0.0,0.0,0.0
Jordan Amavi,Getafe,s2223,   D(L) M(L),192.0,0.0,0.0,0.0,1.0
Jordi Alba,Barcelona,s2122,Defender,2648.0,2.0,10.0,11.0,0.0
Jordi Alba,Barcelona,s2223,   D(L) M(L),1002.0,1.0,3.0,2.0,1.0
Jordi Martin,Getafe,s2324,Not Available,574.0,0.0,0.0,1.0,0.0
Jordi Masip,Valladolid,s2223,   GK,1518.0,0.0,0.0,2.0,0.0
Jordi Mboula,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Jorge Andújar Moreno,Levante,s2122,Defender,114.0,1.0,0.0,1.0,0.0
Jorge Carrillo Balea,Celta de Vigo,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Jorge Cuenca,Getafe,s2122,Defender,2686.0,1.0,0.0,6.0,2.0
Jorge Cuenca,Villarreal,s2223,   D(C),355.0,0.0,0.0,1.0,0.0
Jorge Cuenca,Villarreal,s2324,Not Available,1961.0,3.0,1.0,7.0,0.0
Jorge Herrando,Osasuna,s2324,Not Available,1644.0,0.0,0.0,4.0,0.0
Jorge Herrando,Osasuna,s2425,CB,90.0,0.0,0.0,1.0,0.0
Jorge Meré,Cádiz,s2223,   D(C),2.0,0.0,0.0,0.0,0.0
Jorge Meré,Cádiz,s2324,Not Available,677.0,0.0,0.0,0.0,0.0
Jorge Miramón,Levante,s2122,Midfielder,1975.0,1.0,0.0,5.0,0.0
Jorge Molina,Granada,s2122,Forward,1957.0,10.0,5.0,2.0,0.0
Jorge Moreno,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Jorge Resurrección,Atlético Madrid,s2122,Midfielder,2509.0,1.0,2.0,6.0,0.0
Jorge Ruiz Ojeda,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Jorge Sáenz,Leganés,s2425,CB,90.0,0.0,0.0,1.0,0.0
Jorge de Frutos,Levante,s2122,Midfielder,1766.0,4.0,7.0,4.0,0.0
Jorge de Frutos,Rayo Vallecano,s2324,Not Available,1542.0,2.0,0.0,1.0,0.0
Jorge de Frutos,Rayo Vallecano,s2425,RM,74.0,1.0,0.0,0.0,0.0
Josan,Elche,s2223,   D(R) M(R),433.0,1.0,0.0,3.0,0.0
Jose Ignacio Fernandez Iglesias,Real Madrid,s2122,Defender,1549.0,3.0,0.0,7.0,0.0
Jose Luis Mato Sanmartín,Alavés,s2122,Forward,3126.0,14.0,4.0,0.0,0.0
Joseba Zaldúa,Cádiz,s2223,   D(R),640.0,0.0,1.0,4.0,0.0
Joseba Zaldúa,Cádiz,s2324,Not Available,709.0,0.0,0.0,3.0,0.0
Joseba Zaldúa,Real Sociedad,s2122,Defender,1170.0,0.0,0.0,6.0,0.0
Joselu,Espanyol,s2223,   FW,1909.0,12.0,2.0,3.0,0.0
Joselu,Real Madrid,s2324,Not Available,1676.0,10.0,2.0,1.0,0.0
Josep Antoni Gayá Martinez,Mallorca,s2122,Defender,59.0,0.0,0.0,0.0,0.0
Joseph Aidoo,Celta de Vigo,s2122,Defender,2640.0,0.0,0.0,1.0,0.0
Joseph Aidoo,Celta de Vigo,s2223,   D(C),2234.0,2.0,0.0,4.0,0.0
Joseph Aidoo,Celta de Vigo,s2324,Not Available,407.0,0.0,0.0,0.0,0.0
Joseph Aidoo,Celta de Vigo,s2425,CB,2.0,0.0,0.0,0.0,0.0
José Antonio Ferrández Pomares,Elche,s2122,Midfielder,1197.0,2.0,3.0,2.0,0.0
José Antonio Morente Oliva,Elche,s2122,Midfielder,1634.0,3.0,3.0,4.0,0.0
José Antonio Rodríguez Díaz,Granada,s2122,Midfielder,2270.0,6.0,1.0,4.0,0.0
José Arnáiz,Osasuna,s2324,Not Available,922.0,2.0,1.0,3.0,0.0
José Arnáiz,Osasuna,s2425,RW,15.0,0.0,0.0,0.0,0.0
José Campaña,Las Palmas,s2324,Not Available,166.0,0.0,0.0,0.0,0.0
José Campaña,Las Palmas,s2425,DM,80.0,0.0,0.0,0.0,0.0
José Campaña,Levante,s2122,Midfielder,1428.0,2.0,2.0,6.0,1.0
José Carlos Lazo,Almería,s2223,   Midfielder,19.0,0.0,0.0,0.0,0.0
José Carlos Lazo,Espanyol,s2223,   Midfielder,149.0,1.0,1.0,0.0,0.0
José Copete,Mallorca,s2223,   D(C),1459.0,0.0,0.0,7.0,0.0
José Copete,Mallorca,s2324,Not Available,1335.0,1.0,1.0,7.0,0.0
José Copete,Mallorca,s2425,CM,1.0,0.0,0.0,0.0,0.0
José David Menargues Manzanares,Valencia,s2122,Defender,0.0,0.0,0.0,0.0,0.0
José David Álvarez Adsuar,Levante,s2122,Defender,0.0,0.0,0.0,0.0,0.0
José Fontán,Celta de Vigo,s2122,Defender,273.0,0.0,0.0,3.0,0.0
José García,Levante,s2122,Midfielder,2016.0,0.0,0.0,9.0,0.0
José Gayà,Valencia,s2122,Defender,1874.0,2.0,4.0,7.0,2.0
José Gayà,Valencia,s2223,   D(L) M(L),1636.0,1.0,2.0,4.0,0.0
José Gayà,Valencia,s2324,Not Available,1797.0,1.0,2.0,2.0,0.0
José Giménez,Atlético Madrid,s2122,Defender,2046.0,1.0,1.0,8.0,0.0
José Giménez,Atlético Madrid,s2223,   D(CR),1341.0,1.0,0.0,7.0,0.0
José Giménez,Atlético Madrid,s2324,Not Available,1323.0,0.0,0.0,5.0,0.0
José Gragera,Espanyol,s2223,   Midfielder,215.0,0.0,0.0,1.0,0.0
José Gragera,Espanyol,s2425,CM,77.0,0.0,0.0,0.0,0.0
José Luis Friaza,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
José Luis García Vayá,Valencia,s2425,CM,90.0,0.0,0.0,1.0,0.0
José Luis Gayà,Valencia,s2425,LB,25.0,0.0,1.0,0.0,0.0
José Luis Morales,Levante,s2122,Forward,2723.0,13.0,7.0,7.0,0.0
José Luis Morales,Villarreal,s2324,Not Available,1037.0,7.0,0.0,0.0,0.0
José Macías,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
José Manuel Cabrera,Villarreal,s2122,Defender,0.0,0.0,0.0,0.0,0.0
José Manuel Calderón,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
José Manuel López Sánchez,Levante,s2122,Defender,0.0,0.0,0.0,0.0,0.0
José Manuel Rodríguez Benito,Eibar,s2122,Defender,1117.0,1.0,0.0,5.0,0.0
José Manuel Sánchez Guillén,Valladolid,s2122,Defender,274.0,0.0,0.0,0.0,0.0
José Mari,Cádiz,s2223,   DMC,317.0,0.0,0.0,2.0,0.0
José Mari,Cádiz,s2324,Not Available,12.0,0.0,0.0,1.0,0.0
José Maria Callejon,Granada,s2324,Not Available,794.0,0.0,1.0,2.0,0.0
José María Giménez,Atlético Madrid,s2425,CB,45.0,0.0,0.0,0.0,0.0
José María Martín-Bejarano Serrano,Cádiz,s2122,Midfielder,383.0,0.0,0.0,1.0,1.0
José Morales,Villarreal,s2223,   D(R) M(CLR) FW,954.0,4.0,0.0,1.0,0.0
José Pozo,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
José Raúl Gutiérrez Parejo,Elche,s2122,Midfielder,1626.0,0.0,0.0,2.0,1.0
José Sanchez,Granada,s2122,Defender,0.0,0.0,0.0,0.0,0.0
José Ángel Carmona,Elche,s2223,   D(CR) M(R),525.0,1.0,0.0,3.0,1.0
José Ángel Carmona,Getafe,s2324,Not Available,1312.0,1.0,1.0,9.0,0.0
José Ángel Carmona,Sevilla,s2122,Defender,23.0,0.0,0.0,0.0,0.0
José Ángel Carmona,Sevilla,s2223,   D(CR) M(R),529.0,2.0,1.0,4.0,1.0
José Ángel Carmona,Sevilla,s2425,RB,90.0,0.0,0.0,0.0,0.0
José Ángel Pozo,Rayo Vallecano,s2223,   AM(C),79.0,0.0,0.0,0.0,0.0
José Ángel Valdés Díaz,Osasuna,s2122,Defender,1084.0,1.0,1.0,2.0,1.0
João Félix Sequeira,Atlético Madrid,s2122,Forward,1264.0,8.0,4.0,1.0,1.0
Juan Antonio Iglesias,Getafe,s2122,Defender,709.0,0.0,1.0,1.0,0.0
Juan Antonio Iglesias,Getafe,s2425,RB,90.0,0.0,0.0,0.0,0.0
Juan Artola,Athletic Club,s2122,Forward,0.0,0.0,0.0,0.0,0.0
Juan Bernat,Villarreal,s2425,LM,14.0,0.0,0.0,0.0,0.0
Juan Berrocal,Getafe,s2425,CB,89.0,0.0,0.0,0.0,0.0
Juan Brandariz,Almería,s2324,Not Available,2432.0,0.0,1.0,4.0,0.0
Juan Cala,Cádiz,s2223,   D(C),137.0,0.0,0.0,0.0,0.0
Juan Carlos,Girona,s2324,Not Available,0.0,0.0,0.0,1.0,0.0
Juan Carlos Arana Gómez,Villarreal,s2122,Forward,0.0,0.0,0.0,0.0,0.0
Juan Carlos Martín,Girona,s2223,   GK,900.0,0.0,0.0,0.0,0.0
Juan Cruz,Leganés,s2425,RW,62.0,1.0,0.0,0.0,0.0
Juan Cruz,Osasuna,s2223,   D(CL),1532.0,0.0,0.0,6.0,0.0
Juan Cruz,Osasuna,s2324,Not Available,1663.0,0.0,1.0,3.0,0.0
Juan Cruz,Real Betis,s2223,   Midfielder,171.0,1.0,0.0,0.0,0.0
Juan Cruz,Real Betis,s2324,Not Available,71.0,0.0,0.0,0.0,0.0
Juan Cruz Armada,Osasuna,s2425,LB,31.0,0.0,0.0,1.0,0.0
Juan Cruz Álvaro Armado,Osasuna,s2122,Defender,1934.0,0.0,0.0,4.0,0.0
Juan Flere,Cádiz,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Juan Foyth,Villarreal,s2122,Defender,1932.0,1.0,1.0,4.0,1.0
Juan Foyth,Villarreal,s2223,   D(CR) DMC,1082.0,1.0,0.0,3.0,0.0
Juan Foyth,Villarreal,s2324,Not Available,1063.0,1.0,1.0,1.0,0.0
Juan Herzog,Las Palmas,s2425,CB,90.0,0.0,0.0,0.0,0.0
Juan Iglesias,Getafe,s2223,   D(LR) M(R),1473.0,1.0,0.0,4.0,0.0
Juan Iglesias,Getafe,s2324,Not Available,1413.0,0.0,2.0,4.0,0.0
Juan Luis Sánchez Velasco,Sevilla,s2122,Defender,4.0,0.0,0.0,1.0,0.0
Juan Miguel Jiménez López,Real Betis,s2122,Forward,2145.0,16.0,4.0,5.0,0.0
Juan Miguel Latasa,Real Madrid,s2122,Forward,9.0,0.0,0.0,0.0,0.0
Juan Miranda,Real Betis,s2122,Defender,782.0,0.0,2.0,3.0,0.0
Juan Miranda,Real Betis,s2223,   D(L),538.0,1.0,0.0,0.0,0.0
Juan Miranda,Real Betis,s2324,Not Available,1860.0,1.0,1.0,8.0,0.0
Juan Musso,Atlético Madrid,s2425,GK,90.0,0.0,0.0,0.0,0.0
Juan Pérez,Osasuna,s2122,Goalkeeper,180.0,0.0,0.0,0.0,0.0
Juan Soriano,Leganés,s2425,GK,90.0,0.0,0.0,1.0,0.0
Juan Torres Ruiz,Cádiz,s2122,Defender,945.0,0.0,0.0,7.0,1.0
Juanjo Narváez,Valladolid,s2223,   Forward,147.0,0.0,0.0,0.0,0.0
Juanlu Sánchez,Sevilla,s2324,Not Available,1174.0,0.0,2.0,2.0,0.0
Juanlu Sánchez,Sevilla,s2425,AM,82.0,1.0,0.0,1.0,0.0
Juanma Herzog,Las Palmas,s2324,Not Available,291.0,2.0,0.0,1.0,0.0
Juanmi,Cádiz,s2324,Not Available,872.0,3.0,1.0,3.0,0.0
Juanmi,Real Betis,s2223,   AM(CLR) FW,694.0,4.0,0.0,3.0,0.0
Juanmi,Real Betis,s2425,LW,58.0,0.0,0.0,0.0,0.0
Juanmi Latasa,Getafe,s2223,   Forward,116.0,0.0,0.0,0.0,0.0
Juanmi Latasa,Getafe,s2324,Not Available,1553.0,2.0,0.0,5.0,1.0
Juanmi Latasa,Valladolid,s2425,FW,29.0,0.0,0.0,0.0,0.0
Juanpe,Girona,s2223,   D(C),932.0,0.0,0.0,3.0,0.0
Juanpe,Girona,s2324,Not Available,739.0,0.0,0.0,4.0,0.0
Juanpe,Girona,s2425,CB,90.0,0.0,0.0,1.0,0.0
Jude Bellingham,Real Madrid,s2324,Not Available,2323.0,19.0,6.0,5.0,1.0
Jude Bellingham,Real Madrid,s2425,LM,87.0,0.0,0.0,0.0,0.0
Julen Agirrezabala,Athletic Club,s2122,Goalkeeper,360.0,0.0,0.0,0.0,0.0
Julen Agirrezabala,Athletic Club,s2223,   GK,315.0,0.0,0.0,0.0,0.0
Julen Agirrezabala,Athletic Club,s2324,Not Available,236.0,0.0,0.0,0.0,0.0
Julen Agirrezabala,Athletic Club,s2425,GK,90.0,0.0,0.0,0.0,0.0
Julen Lobete,Real Sociedad,s2122,Forward,276.0,2.0,0.0,0.0,0.0
Jules Koundé,Barcelona,s2223,   D(CR),1393.0,0.0,2.0,1.0,0.0
Jules Koundé,Barcelona,s2324,Not Available,2899.0,1.0,2.0,4.0,0.0
Jules Koundé,Barcelona,s2425,RB,90.0,0.0,0.0,1.0,0.0
Jules Koundé,Sevilla,s2122,Defender,2737.0,2.0,1.0,2.0,2.0
Julian Araujo,Las Palmas,s2324,Not Available,1462.0,1.0,0.0,5.0,0.0
Julián Chicco,Leganés,s2425,AM,17.0,0.0,0.0,0.0,0.0
Julián Álvarez,Atlético Madrid,s2425,FW,13.0,0.0,0.0,0.0,0.0
Junior Wakalible Lago,Huesca,s2122,Forward,331.0,0.0,0.0,0.0,0.0
Justin Kluivert,Valencia,s2223,   AM(LR),882.0,4.0,0.0,2.0,0.0
Justin Smith,Espanyol,s2425,CM,29.0,0.0,0.0,0.0,0.0
Jørgen Strand Larsen,Celta de Vigo,s2223,   FW,1227.0,2.0,3.0,3.0,0.0
Jørgen Strand Larsen,Celta de Vigo,s2324,Not Available,2887.0,13.0,3.0,5.0,0.0
Kaiky,Almería,s2223,   D(C),487.0,0.0,0.0,5.0,0.0
Kaiky,Almería,s2324,Not Available,520.0,1.0,0.0,2.0,0.0
Kamil Jozwiak,Granada,s2324,Not Available,573.0,0.0,1.0,2.0,0.0
Kamil Piatkowski,Granada,s2324,Not Available,506.0,0.0,0.0,1.0,1.0
Kang-In Lee,Mallorca,s2122,Midfielder,1409.0,1.0,2.0,1.0,1.0
Karim Benzema,Real Madrid,s2122,Forward,2596.0,27.0,12.0,0.0,0.0
Karim Benzema,Real Madrid,s2223,   FW,1306.0,11.0,3.0,1.0,0.0
Karim Rekik,Sevilla,s2122,Defender,1094.0,0.0,2.0,2.0,0.0
Karl Jakob Hein,Valladolid,s2425,GK,90.0,0.0,0.0,0.0,0.0
Keidi Bare,Espanyol,s2122,Midfielder,1485.0,1.0,1.0,9.0,0.0
Keidi Bare,Espanyol,s2223,   DMC,328.0,0.0,0.0,0.0,0.0
