player_name,team,position,assists,goals,minutes_played,red_cards,yellow_cards,season
Damián Suárez,Getafe,Not Available,2.0,0.0,1306.0,1.0,7.0,s2324
Dani García,Athletic Club,Not Available,0.0,1.0,738.0,0.0,4.0,s2324
Daniel Carvajal,Real Madrid,Not Available,3.0,4.0,2172.0,1.0,3.0,s2324
Daniel Ceballos,Real Madrid,Not Available,2.0,0.0,586.0,0.0,2.0,s2324
Daniel Parejo,Villarreal,Not Available,5.0,3.0,2586.0,0.0,4.0,s2324
Daniel Rodriguez,Mallorca,Not Available,4.0,2.0,2632.0,0.0,9.0,s2324
Daniel Vivian,Athletic Club,Not Available,0.0,0.0,2879.0,0.0,6.0,s2324
Darwin Machís,Cádiz,Not Available,0.0,4.0,782.0,1.0,0.0,s2324
David Alaba,Real Madrid,Not Available,1.0,0.0,1156.0,0.0,2.0,s2324
David García,Osasuna,Not Available,1.0,0.0,2336.0,0.0,5.0,s2324
David Gil,Cádiz,Not Available,0.0,0.0,371.0,0.0,1.0,s2324
David López,Girona,Not Available,0.0,3.0,1975.0,0.0,4.0,s2324
David Soria,Getafe,Not Available,0.0,0.0,3414.0,0.0,3.0,s2324
Denis Suárez,Villarreal,Not Available,0.0,0.0,130.0,0.0,0.0,s2324
Diadie Samassékou,Cádiz,Not Available,0.0,0.0,87.0,0.0,0.0,s2324
Diego López,Valencia CF,Not Available,6.0,3.0,2671.0,0.0,2.0,s2324
Diego Rico,Getafe,Not Available,7.0,0.0,2536.0,0.0,10.0,s2324
Dimitri Foulquier,Valencia CF,Not Available,0.0,0.0,1833.0,0.0,3.0,s2324
Dion Lopy,Almería,Not Available,0.0,0.0,1917.0,0.0,5.0,s2324
Djené Dakonam,Getafe,Not Available,0.0,0.0,2490.0,1.0,12.0,s2324
Djibril Sow,Sevilla,Not Available,1.0,1.0,1469.0,0.0,5.0,s2324
Dodi Lukebakio,Sevilla,Not Available,1.0,5.0,1124.0,0.0,0.0,s2324
Domingos Duarte,Getafe,Not Available,0.0,0.0,905.0,2.0,3.0,s2324
Dominik Greif,Mallorca,Not Available,0.0,0.0,90.0,0.0,0.0,s2324
Edgar González,Almería,Not Available,0.0,2.0,2528.0,1.0,5.0,s2324
Eduardo Camavinga,Real Madrid,Not Available,2.0,0.0,1824.0,0.0,9.0,s2324
Enes Ünal,Getafe,Not Available,1.0,0.0,138.0,0.0,0.0,s2324
Enrique Barja,Osasuna,Not Available,0.0,0.0,293.0,0.0,3.0,s2324
Enzo Loiodice,Las Palmas,Not Available,1.0,0.0,1792.0,0.0,2.0,s2324
Eric Bailly,Villarreal,Not Available,0.0,0.0,838.0,0.0,4.0,s2324
Eric García,Girona,Not Available,0.0,5.0,2697.0,0.0,5.0,s2324
Erik Lamela,Sevilla,Not Available,0.0,2.0,459.0,0.0,3.0,s2324
Ezequiel Ávila,Osasuna,Not Available,3.0,0.0,1166.0,0.0,0.0,s2324
Ezequiel Ávila,Real Betis,Not Available,0.0,2.0,1166.0,3.0,5.0,s2324
Fabio González,Las Palmas,Not Available,0.0,0.0,121.0,0.0,1.0,s2324
Fabricio Angileri,Getafe,Not Available,0.0,0.0,160.0,1.0,2.0,s2324
Facundo Pellistri,Granada CF,Not Available,1.0,2.0,1220.0,1.0,0.0,s2324
Faitout Maouassa,Granada CF,Not Available,1.0,0.0,244.0,0.0,0.0,s2324
Fali,Cádiz,Not Available,0.0,0.0,2550.0,0.0,12.0,s2324
Famara Diédhiou,Granada CF,Not Available,1.0,0.0,82.0,0.0,1.0,s2324
Federico San Emeterio,Cádiz,Not Available,0.0,1.0,155.0,1.0,1.0,s2324
Federico Valverde,Real Madrid,Not Available,7.0,2.0,2910.0,0.0,2.0,s2324
Ferland Mendy,Real Madrid,Not Available,0.0,0.0,1725.0,0.0,5.0,s2324
Fermin López,Barcelona,Not Available,0.0,8.0,1444.0,0.0,2.0,s2324
Fernando Francisco Reges,Sevilla,Not Available,0.0,0.0,459.0,0.0,0.0,s2324
Ferrán Torres,Barcelona,Not Available,2.0,7.0,1204.0,0.0,2.0,s2324
Filip Jörgensen,Villarreal,Not Available,0.0,0.0,3240.0,0.0,4.0,s2324
Florian Lejeune,Rayo Vallecano,Not Available,1.0,3.0,3328.0,0.0,5.0,s2324
Fran Beltrán,Celta de Vigo,Not Available,0.0,0.0,2438.0,0.0,2.0,s2324
Fran Pérez,Valencia CF,Not Available,4.0,1.0,2069.0,0.0,4.0,s2324
Francis Coquelin,Villarreal,Not Available,0.0,0.0,909.0,0.0,4.0,s2324
Francisco Garcia,Real Madrid,Not Available,5.0,1.0,1396.0,0.0,2.0,s2324
Francisco Vieites,Real Betis,Not Available,0.0,0.0,315.0,0.0,0.0,s2324
Franco Cervi,Celta de Vigo,Not Available,1.0,0.0,537.0,0.0,2.0,s2324
Frenkie de Jong,Barcelona,Not Available,0.0,2.0,1637.0,0.0,7.0,s2324
Gabriel Paulista,Atlético de Madrid,Not Available,0.0,0.0,1806.0,0.0,5.0,s2324
Gabriel Paulista,Valencia CF,Not Available,0.0,0.0,1806.0,1.0,0.0,s2324
Gastón Álvarez,Getafe,Not Available,0.0,2.0,2535.0,0.0,7.0,s2324
Gavi,Barcelona,Not Available,1.0,1.0,943.0,0.0,5.0,s2324
Gerard Gumbau,Granada CF,Not Available,3.0,0.0,2684.0,0.0,12.0,s2324
Gerard Moreno,Villarreal,Not Available,6.0,10.0,2229.0,0.0,0.0,s2324
Germán Pezzella,Real Betis,Not Available,0.0,1.0,2770.0,0.0,7.0,s2324
Giorgi Mamardashvili,Valencia CF,Not Available,0.0,0.0,3285.0,1.0,3.0,s2324
Giovanni González,Mallorca,Not Available,1.0,1.0,2463.0,0.0,7.0,s2324
Giuliano Simeone,Alavés,Not Available,2.0,1.0,628.0,0.0,1.0,s2324
Goncalo Guedes,Villarreal,Not Available,2.0,3.0,951.0,0.0,0.0,s2324
Gonzalo Escalante,Cádiz,Not Available,2.0,1.0,1702.0,1.0,2.0,s2324
Gonzalo Garcia,Real Madrid,Not Available,0.0,0.0,17.0,0.0,0.0,s2324
Gonzalo Melero,Almería,Not Available,1.0,1.0,1093.0,0.0,3.0,s2324
Gonzalo Villar,Granada CF,Not Available,3.0,1.0,1785.0,0.0,7.0,s2324
Gorka Guruzeta,Athletic Club,Not Available,5.0,14.0,2240.0,0.0,2.0,s2324
Guido Rodríguez,Real Betis,Not Available,0.0,2.0,1849.0,0.0,6.0,s2324
Hamari Traoré,Real Sociedad,Not Available,2.0,0.0,2296.0,0.0,7.0,s2324
Hannibal Mejbri,Sevilla,Not Available,0.0,0.0,101.0,0.0,2.0,s2324
Héctor Bellerín,Real Betis,Not Available,1.0,0.0,1714.0,1.0,0.0,s2324
Houboulang Mendes,Almería,Not Available,0.0,0.0,396.0,0.0,0.0,s2324
Hugo Duro,Valencia CF,Not Available,2.0,13.0,2994.0,0.0,4.0,s2324
Hugo González,Valencia CF,Not Available,1.0,0.0,79.0,0.0,0.0,s2324
Hugo Guillamón,Valencia CF,Not Available,0.0,1.0,1305.0,0.0,6.0,s2324
Hugo Sotelo,Celta de Vigo,Not Available,1.0,0.0,718.0,0.0,1.0,s2324
Hugo Álvarez,Celta de Vigo,Not Available,1.0,1.0,763.0,0.0,1.0,s2324
Héctor Fort,Barcelona,Not Available,2.0,0.0,320.0,0.0,0.0,s2324
Iago Aspas,Celta de Vigo,Not Available,10.0,9.0,2715.0,1.0,6.0,s2324
Ianis Hagi,Alavés,Not Available,2.0,0.0,798.0,0.0,3.0,s2324
Ibrahima Koné,Almería,Not Available,0.0,0.0,275.0,0.0,0.0,s2324
Ibrahima Kébé,Girona,Not Available,0.0,0.0,7.0,0.0,1.0,s2324
Iddrisu Baba,Almería,Not Available,0.0,0.0,1424.0,0.0,5.0,s2324
Ignasi Miquel,Granada CF,Not Available,1.0,1.0,2991.0,0.0,5.0,s2324
Igor Zubeldia,Real Sociedad,Not Available,2.0,0.0,2523.0,1.0,11.0,s2324
Iker Muniain,Athletic Club,Not Available,0.0,2.0,585.0,0.0,1.0,s2324
Iker Muñoz,Osasuna,Not Available,0.0,4.0,1856.0,0.0,5.0,s2324
Ilaix Moriba,Getafe,Not Available,2.0,0.0,606.0,1.0,3.0,s2324
Ilias Akhomach,Villarreal,Not Available,2.0,2.0,1511.0,0.0,4.0,s2324
Ilkay Gündogan,Barcelona,Not Available,9.0,5.0,2997.0,0.0,5.0,s2324
Imanol Garcia de Albeniz,Athletic Club,Not Available,0.0,0.0,523.0,0.0,2.0,s2324
Iñaki Peña,Barcelona,Not Available,0.0,0.0,900.0,0.0,0.0,s2324
Iñaki Williams,Athletic Club,Not Available,3.0,12.0,2855.0,0.0,4.0,s2324
Íñigo Lekue,Athletic Club,Not Available,2.0,0.0,2001.0,0.0,4.0,s2324
Íñigo Martínez,Barcelona,Not Available,0.0,0.0,1293.0,0.0,5.0,s2324
Íñigo Ruíz de Galarreta,Athletic Club,Not Available,1.0,1.0,2104.0,0.0,7.0,s2324
Isaac Carcelén,Cádiz,Not Available,0.0,0.0,2609.0,0.0,2.0,s2324
Isaac Romero,Sevilla,Not Available,4.0,4.0,1050.0,0.0,2.0,s2324
Isco,Real Betis,Not Available,5.0,8.0,2338.0,0.0,10.0,s2324
Isi Palazón,Rayo Vallecano,Not Available,1.0,4.0,2810.0,0.0,8.0,s2324
Ivan Rakitic,Sevilla,Not Available,1.0,2.0,1425.0,0.0,6.0,s2324
Iván Alejo,Cádiz,Not Available,2.0,0.0,1702.0,0.0,17.0,s2324
Iván Balliu,Rayo Vallecano,Not Available,1.0,0.0,2876.0,0.0,4.0,s2324
Iván Martín,Girona,Not Available,4.0,5.0,2744.0,0.0,5.0,s2324
Iván Villar,Celta de Vigo,Not Available,0.0,0.0,1015.0,2.0,0.0,s2324
Jailson Siqueira,Celta de Vigo,Not Available,1.0,0.0,893.0,0.0,1.0,s2324
Jaime Mata,Getafe,Not Available,1.0,5.0,1790.0,1.0,8.0,s2324
Jan Oblak,Atlético de Madrid,Not Available,0.0,0.0,3420.0,0.0,1.0,s2324
Jaume Costa,Mallorca,Not Available,1.0,0.0,1681.0,0.0,7.0,s2324
Javi Galán,Real Sociedad,Not Available,1.0,0.0,1159.0,0.0,4.0,s2324
Javi Llabrés,Mallorca,Not Available,0.0,1.0,235.0,0.0,1.0,s2324
Javi López,Alavés,Not Available,3.0,1.0,2387.0,0.0,3.0,s2324
Javier Guerra,Valencia CF,Not Available,1.0,4.0,2502.0,1.0,3.0,s2324
Javier Hernández,Cádiz,Not Available,2.0,1.0,2517.0,0.0,10.0,s2324
Javier Manquillo,Celta de Vigo,Not Available,1.0,0.0,746.0,0.0,3.0,s2324
Javier Muñoz,Las Palmas,Not Available,3.0,2.0,2646.0,0.0,6.0,s2324
Jeremías Ledesma,Cádiz,Not Available,0.0,0.0,3049.0,0.0,0.0,s2324
Jesús Areso,Osasuna,Not Available,6.0,1.0,2661.0,0.0,3.0,s2324
Jesús Navas,Sevilla,Not Available,2.0,0.0,2010.0,1.0,6.0,s2324
Jesús Owono,Alavés,Not Available,0.0,0.0,360.0,0.0,1.0,s2324
Jesús Santiago,Getafe,Not Available,0.0,1.0,657.0,0.0,4.0,s2324
Jesús Vallejo,Granada CF,Not Available,0.0,0.0,106.0,0.0,1.0,s2324
Jesús Vázquez,Valencia CF,Not Available,0.0,1.0,705.0,0.0,1.0,s2324
Jhon Solis,Girona,Not Available,0.0,0.0,369.0,0.0,0.0,s2324
Joan Jordán,Sevilla,Not Available,0.0,0.0,378.0,0.0,1.0,s2324
Joao Cancelo,Barcelona,Not Available,4.0,2.0,2506.0,0.0,7.0,s2324
Joao Félix,Barcelona,Not Available,3.0,7.0,1542.0,0.0,3.0,s2324
Joaquin Panichelli,Alavés,Not Available,0.0,0.0,222.0,0.0,0.0,s2324
Johan Mojica,Osasuna,Not Available,3.0,0.0,2041.0,0.0,1.0,s2324
Johnny Cardoso,Real Betis,Not Available,2.0,1.0,1331.0,0.0,3.0,s2324
Jon Aramburu,Real Sociedad,Not Available,0.0,0.0,541.0,0.0,3.0,s2324
Jon Guridi,Alavés,Not Available,4.0,3.0,2697.0,0.0,2.0,s2324
Jon Magunazelaia,Real Sociedad,Not Available,0.0,0.0,118.0,0.0,0.0,s2324
Jon Moncayola,Osasuna,Not Available,3.0,1.0,1801.0,1.0,2.0,s2324
Jon Olasagasti,Real Sociedad,Not Available,0.0,0.0,351.0,0.0,3.0,s2324
Jon Pacheco,Real Sociedad,Not Available,1.0,1.0,1521.0,0.0,8.0,s2324
Jonathan Bamba,Celta de Vigo,Not Available,2.0,3.0,1993.0,0.0,0.0,s2324
Jonathan Viera,Almería,Not Available,4.0,0.0,1541.0,1.0,2.0,s2324
Jonathan Viera,Las Palmas,Not Available,0.0,2.0,1541.0,0.0,0.0,s2324
Jordi Martin,Getafe,Not Available,0.0,0.0,574.0,0.0,1.0,s2324
Jorge Cuenca,Villarreal,Not Available,1.0,3.0,1961.0,0.0,7.0,s2324
Jorge Herrando,Osasuna,Not Available,0.0,0.0,1644.0,0.0,4.0,s2324
Jorge Meré,Cádiz,Not Available,0.0,0.0,677.0,0.0,0.0,s2324
Jorge de Frutos,Rayo Vallecano,Not Available,0.0,2.0,1542.0,0.0,1.0,s2324
Joseba Zaldúa,Cádiz,Not Available,0.0,0.0,709.0,0.0,3.0,s2324
Joselu,Real Madrid,Not Available,2.0,10.0,1676.0,0.0,1.0,s2324
Joseph Aidoo,Celta de Vigo,Not Available,0.0,0.0,407.0,0.0,0.0,s2324
José Arnáiz,Osasuna,Not Available,1.0,2.0,922.0,0.0,3.0,s2324
José Campaña,Las Palmas,Not Available,0.0,0.0,166.0,0.0,0.0,s2324
José Copete,Mallorca,Not Available,1.0,1.0,1335.0,0.0,7.0,s2324
José Gayà,Valencia CF,Not Available,2.0,1.0,1797.0,0.0,2.0,s2324
José Giménez,Atlético de Madrid,Not Available,0.0,0.0,1323.0,0.0,5.0,s2324
José Luis Morales,Villarreal,Not Available,0.0,7.0,1037.0,0.0,0.0,s2324
José Mari,Cádiz,Not Available,0.0,0.0,12.0,0.0,1.0,s2324
José Maria Callejon,Granada CF,Not Available,1.0,0.0,794.0,0.0,2.0,s2324
José Ángel Carmona,Getafe,Not Available,1.0,1.0,1312.0,0.0,9.0,s2324
Juan Brandariz,Almería,Not Available,1.0,0.0,2432.0,0.0,4.0,s2324
Juan Carlos,Girona,Not Available,0.0,0.0,0.0,0.0,1.0,s2324
Juan Cruz,Osasuna,Not Available,1.0,0.0,1663.0,0.0,3.0,s2324
Juan Cruz,Real Betis,Not Available,0.0,0.0,71.0,0.0,0.0,s2324
Juan Foyth,Villarreal,Not Available,1.0,1.0,1063.0,0.0,1.0,s2324
Juan Iglesias,Getafe,Not Available,2.0,0.0,1413.0,0.0,4.0,s2324
Juan Miranda,Real Betis,Not Available,1.0,1.0,1860.0,0.0,8.0,s2324
Juanlu Sánchez,Sevilla,Not Available,2.0,0.0,1174.0,0.0,2.0,s2324
Juanma Herzog,Las Palmas,Not Available,0.0,2.0,291.0,0.0,1.0,s2324
Juanmi,Cádiz,Not Available,1.0,3.0,872.0,0.0,3.0,s2324
Juanmi Latasa,Getafe,Not Available,0.0,2.0,1553.0,1.0,5.0,s2324
Juanpe,Girona,Not Available,0.0,0.0,739.0,0.0,4.0,s2324
Jude Bellingham,Real Madrid,Not Available,6.0,19.0,2323.0,1.0,5.0,s2324
Julen Agirrezabala,Athletic Club,Not Available,0.0,0.0,236.0,0.0,0.0,s2324
Jules Koundé,Barcelona,Not Available,2.0,1.0,2899.0,0.0,4.0,s2324
Julian Araujo,Las Palmas,Not Available,0.0,1.0,1462.0,0.0,5.0,s2324
Jørgen Strand Larsen,Celta de Vigo,Not Available,3.0,13.0,2887.0,0.0,5.0,s2324
Kaiky,Almería,Not Available,0.0,1.0,520.0,0.0,2.0,s2324
Kamil Jozwiak,Granada CF,Not Available,1.0,0.0,573.0,0.0,2.0,s2324
Kamil Piatkowski,Granada CF,Not Available,0.0,0.0,506.0,1.0,1.0,s2324
Kepa Arrizabalaga,Real Madrid,Not Available,0.0,0.0,1197.0,0.0,1.0,s2324
Kevin Vázquez,Celta de Vigo,Not Available,0.0,0.0,706.0,0.0,3.0,s2324
Kieran Tierney,Real Sociedad,Not Available,2.0,0.0,1243.0,0.0,1.0,s2324
Kike García,Alavés,Not Available,2.0,3.0,1421.0,0.0,3.0,s2324
Kike Pérez,Rayo Vallecano,Not Available,0.0,1.0,828.0,0.0,7.0,s2324
Kike Salas,Sevilla,Not Available,0.0,3.0,1604.0,0.0,10.0,s2324
Kiko Femenía,Villarreal,Not Available,0.0,0.0,1579.0,1.0,6.0,s2324
Kirian Rodríguez,Las Palmas,Not Available,2.0,6.0,3217.0,0.0,7.0,s2324
Koke,Atlético de Madrid,Not Available,4.0,0.0,2502.0,0.0,5.0,s2324
Lamine Yamal,Barcelona,Not Available,5.0,5.0,2197.0,0.0,3.0,s2324
Largie Ramazani,Almería,Not Available,5.0,3.0,1560.0,2.0,7.0,s2324
Léo Baptistão,Almería,Not Available,0.0,6.0,1843.0,1.0,6.0,s2324
Loïc Badé,Sevilla,Not Available,1.0,0.0,2283.0,1.0,5.0,s2324
Luca de la Torre,Celta de Vigo,Not Available,4.0,1.0,1956.0,1.0,2.0,s2324
Lucas Boyé,Granada CF,Not Available,3.0,6.0,2555.0,1.0,8.0,s2324
Lucas Ocampos,Sevilla,Not Available,3.0,4.0,2885.0,0.0,9.0,s2324
Lucas Pires,Cádiz,Not Available,0.0,1.0,1527.0,0.0,6.0,s2324
Lucas Robertone,Almería,Not Available,5.0,0.0,2391.0,0.0,11.0,s2324
Lucas Torró,Osasuna,Not Available,0.0,1.0,1788.0,0.0,5.0,s2324
Lucas Vázquez,Real Madrid,Not Available,6.0,3.0,1410.0,0.0,0.0,s2324
Lucien Agoume,Sevilla,Not Available,0.0,0.0,777.0,0.0,3.0,s2324
Luis Hernández,Cádiz,Not Available,0.0,1.0,722.0,0.0,4.0,s2324
Luis Maximiano,Almería,Not Available,0.0,0.0,2970.0,0.0,1.0,s2324
Luis Milla,Getafe,Not Available,1.0,0.0,2123.0,0.0,6.0,s2324
Luis Rioja,Alavés,Not Available,4.0,5.0,2511.0,0.0,4.0,s2324
Luis Suárez,Almería,Not Available,0.0,6.0,917.0,0.0,3.0,s2324
Luiz Felipe,Real Betis,Not Available,0.0,0.0,360.0,0.0,1.0,s2324
Luiz Henrique,Real Betis,Not Available,3.0,0.0,611.0,0.0,1.0,s2324
Luka Modrić,Real Madrid,Not Available,6.0,2.0,1685.0,0.0,2.0,s2324
Luka Romero,Almería,Not Available,0.0,3.0,434.0,0.0,2.0,s2324
Lázaro,Almería,Not Available,0.0,0.0,274.0,0.0,0.0,s2324
Malcom Ares,Athletic Club,Not Available,0.0,0.0,258.0,0.0,2.0,s2324
Mamadou Mbaye,Cádiz,Not Available,0.0,0.0,286.0,0.0,2.0,s2324
Manu Bueno,Sevilla,Not Available,0.0,0.0,99.0,0.0,1.0,s2324
Manu Morlanes,Mallorca,Not Available,2.0,0.0,1610.0,0.0,2.0,s2324
Manuel Sánchez,Celta de Vigo,Not Available,5.0,0.0,1777.0,0.0,3.0,s2324
Manuel Trigueros,Villarreal,Not Available,0.0,0.0,299.0,0.0,0.0,s2324
Marc Bartra,Real Betis,Not Available,0.0,0.0,225.0,0.0,1.0,s2324
Marc Cardona,Las Palmas,Not Available,1.0,4.0,724.0,0.0,4.0,s2324
Marc Guiu,Barcelona,Not Available,0.0,1.0,73.0,0.0,1.0,s2324
Marc Pubill,Almería,Not Available,3.0,1.0,1889.0,0.0,2.0,s2324
Marc Roca,Real Betis,Not Available,2.0,2.0,1986.0,0.0,5.0,s2324
Marc-André ter Stegen,Barcelona,Not Available,0.0,0.0,2520.0,0.0,3.0,s2324
Marcão,Sevilla,Not Available,0.0,0.0,354.0,0.0,2.0,s2324
Marciano Sanca,Almería,Not Available,0.0,0.0,37.0,0.0,0.0,s2324
Marcos Acuña,Sevilla,Not Available,2.0,1.0,1296.0,0.0,7.0,s2324
Marcos Alonso,Barcelona,Not Available,0.0,0.0,250.0,0.0,0.0,s2324
Marcos Llorente,Atlético de Madrid,Not Available,4.0,6.0,2570.0,0.0,5.0,s2324
Marcos Pena,Almería,Not Available,0.0,0.0,439.0,0.0,3.0,s2324
Mariano Díaz,Sevilla,Not Available,0.0,0.0,239.0,0.0,1.0,s2324
Mario Dominguez,Valencia CF,Not Available,0.0,0.0,23.0,0.0,0.0,s2324
Mario Hermoso,Atlético de Madrid,Not Available,1.0,0.0,2556.0,0.0,9.0,s2324
Marko Dmitrović,Sevilla,Not Available,0.0,0.0,1170.0,0.0,1.0,s2324
Marko Milovanovic,Almería,Not Available,0.0,1.0,301.0,0.0,0.0,s2324
Martin Hongla,Granada CF,Not Available,0.0,0.0,558.0,0.0,0.0,s2324
Martin Valjent,Mallorca,Not Available,1.0,0.0,2354.0,0.0,5.0,s2324
Martín Zubimendi,Real Sociedad,Not Available,1.0,4.0,2655.0,0.0,5.0,s2324
Marvin Park,Las Palmas,Not Available,2.0,0.0,1852.0,0.0,5.0,s2324
Mason Greenwood,Getafe,Not Available,6.0,8.0,2667.0,0.0,6.0,s2324
Matías Arezo,Granada CF,Not Available,0.0,0.0,359.0,0.0,1.0,s2324
Matija Nastasić,Mallorca,Not Available,0.0,2.0,2257.0,0.0,8.0,s2324
Matteo Gabbia,Villarreal,Not Available,0.0,0.0,478.0,0.0,2.0,s2324
Mauro Arambarri,Getafe,Not Available,0.0,0.0,337.0,0.0,2.0,s2324
Maximiliano Gómez,Cádiz,Not Available,0.0,0.0,1157.0,0.0,2.0,s2324
Maximo Perrone,Las Palmas,Not Available,0.0,0.0,1626.0,0.0,6.0,s2324
Memphis Depay,Atlético de Madrid,Not Available,1.0,5.0,888.0,0.0,2.0,s2324
Miguel Crespo,Rayo Vallecano,Not Available,0.0,0.0,521.0,0.0,4.0,s2324
Miguel Gutiérrez,Girona,Not Available,7.0,2.0,3037.0,0.0,4.0,s2324
Miguel Rodriguez,Celta de Vigo,Not Available,0.0,0.0,291.0,0.0,2.0,s2324
Miguel Rubio,Granada CF,Not Available,0.0,1.0,1559.0,0.0,5.0,s2324
Miguel De la Fuente,Alavés,Not Available,0.0,0.0,64.0,0.0,0.0,s2324
Mihailo Ristić,Celta de Vigo,Not Available,0.0,0.0,807.0,0.0,2.0,s2324
Mika Màrmol,Las Palmas,Not Available,1.0,0.0,3181.0,1.0,4.0,s2324
Mikel Jauregizar,Athletic Club,Not Available,0.0,0.0,145.0,0.0,0.0,s2324
Mikel Merino,Real Sociedad,Not Available,3.0,5.0,2485.0,0.0,10.0,s2324
Mikel Oyarzabal,Real Sociedad,Not Available,3.0,9.0,2157.0,0.0,3.0,s2324
Mikel Vesga,Athletic Club,Not Available,1.0,3.0,1535.0,0.0,2.0,s2324
Milutin Osmajic,Cádiz,Not Available,0.0,0.0,4.0,0.0,0.0,s2324
Mohamed-Ali Cho,Real Sociedad,Not Available,0.0,0.0,239.0,0.0,0.0,s2324
Moi Gómez,Osasuna,Not Available,0.0,3.0,2010.0,0.0,3.0,s2324
Mouctar Diakhaby,Valencia CF,Not Available,0.0,1.0,1071.0,0.0,6.0,s2324
Munir El Haddadi,Las Palmas,Not Available,2.0,3.0,2470.0,0.0,3.0,s2324
Myrto Uzuni,Granada CF,Not Available,1.0,11.0,2459.0,0.0,3.0,s2324
Nabil Fekir,Real Betis,Not Available,2.0,1.0,1049.0,0.0,1.0,s2324
Nacho Fernandez,Real Madrid,Not Available,1.0,0.0,1739.0,2.0,4.0,s2324
Nacho Vidal,Mallorca,Not Available,0.0,0.0,506.0,0.0,2.0,s2324
Nacho Vidal,Osasuna,Not Available,0.0,1.0,506.0,0.0,0.0,s2324
Nahuel Molina,Atlético de Madrid,Not Available,3.0,2.0,1855.0,1.0,4.0,s2324
Nahuel Tenaglia,Alavés,Not Available,0.0,1.0,1131.0,0.0,5.0,s2324
Nemanja Gudelj,Sevilla,Not Available,1.0,1.0,1744.0,0.0,7.0,s2324
Nemanja Maksimovic,Getafe,Not Available,0.0,4.0,3272.0,0.0,4.0,s2324
Nemanja Radonjic,Mallorca,Not Available,0.0,0.0,350.0,0.0,0.0,s2324
Nico Paz,Real Madrid,Not Available,0.0,0.0,19.0,0.0,0.0,s2324
Nico Williams,Athletic Club,Not Available,11.0,5.0,2280.0,1.0,4.0,s2324
Njegos Petrovic,Granada CF,Not Available,0.0,0.0,148.0,0.0,0.0,s2324
Oihan Sancet,Athletic Club,Not Available,5.0,4.0,1991.0,2.0,3.0,s2324
Óliver Torres,Sevilla,Not Available,1.0,0.0,1620.0,0.0,3.0,s2324
Omar Alderete,Getafe,Not Available,1.0,0.0,2194.0,1.0,8.0,s2324
Omar Mascarell,Mallorca,Not Available,0.0,0.0,1573.0,0.0,7.0,s2324
Omenuke Mfulu,Las Palmas,Not Available,0.0,0.0,77.0,0.0,1.0,s2324
Oriol Romeu,Barcelona,Not Available,1.0,0.0,930.0,0.0,4.0,s2324
Óscar Melendo,Granada CF,Not Available,0.0,0.0,1126.0,0.0,2.0,s2324
Óscar Mingueza,Celta de Vigo,Not Available,2.0,2.0,3002.0,0.0,4.0,s2324
Óscar Rodríguez,Getafe,Not Available,1.0,2.0,962.0,0.0,9.0,s2324
Óscar Trejo,Rayo Vallecano,Not Available,0.0,0.0,1381.0,1.0,4.0,s2324
Óscar Valentín,Rayo Vallecano,Not Available,0.0,1.0,2700.0,1.0,5.0,s2324
Óscar De Marcos,Athletic Club,Not Available,5.0,1.0,2261.0,0.0,5.0,s2324
Pablo Barrios,Atlético de Madrid,Not Available,1.0,0.0,1556.0,0.0,5.0,s2324
Pablo Busto,Real Betis,Not Available,0.0,0.0,42.0,0.0,0.0,s2324
Pablo Fornals,Real Betis,Not Available,2.0,3.0,1153.0,0.0,2.0,s2324
Pablo Gozálbez,Valencia CF,Not Available,0.0,0.0,99.0,0.0,0.0,s2324
Pablo Ibáñez,Osasuna,Not Available,2.0,1.0,1141.0,0.0,5.0,s2324
Pablo Maffeo,Mallorca,Not Available,2.0,1.0,1456.0,1.0,3.0,s2324
Pablo Torre,Girona,Not Available,2.0,0.0,690.0,0.0,1.0,s2324
Pathé Ciss,Rayo Vallecano,Not Available,0.0,1.0,1658.0,0.0,10.0,s2324
Pau Cubarsí,Barcelona,Not Available,0.0,0.0,1562.0,0.0,4.0,s2324
Paulo Gazzaniga,Girona,Not Available,0.0,0.0,3420.0,0.0,2.0,s2324
Pedri,Barcelona,Not Available,2.0,4.0,1482.0,0.0,3.0,s2324
Pejiño,Las Palmas,Not Available,0.0,2.0,498.0,0.0,1.0,s2324
Pep Chavarría,Rayo Vallecano,Not Available,1.0,1.0,1164.0,1.0,3.0,s2324
Pepe Reina,Villarreal,Not Available,0.0,0.0,180.0,1.0,2.0,s2324
Pepelu,Valencia CF,Not Available,1.0,7.0,3305.0,0.0,4.0,s2324
Peter González,Valencia CF,Not Available,0.0,0.0,646.0,0.0,1.0,s2324
Predrag Rajkovic,Mallorca,Not Available,0.0,0.0,3240.0,0.0,2.0,s2324
Radamel Falcao,Rayo Vallecano,Not Available,0.0,1.0,391.0,0.0,4.0,s2324
Rafa Marin,Alavés,Not Available,0.0,0.0,2442.0,0.0,6.0,s2324
Rafa Mir,Sevilla,Not Available,0.0,2.0,382.0,0.0,1.0,s2324
Ramón Terrats,Villarreal,Not Available,2.0,0.0,780.0,0.0,4.0,s2324
Randy Nteka,Rayo Vallecano,Not Available,1.0,1.0,563.0,0.0,2.0,s2324
Raphinha,Barcelona,Not Available,9.0,6.0,1370.0,1.0,4.0,s2324
Raúl Albiol,Villarreal,Not Available,1.0,0.0,2035.0,0.0,6.0,s2324
