player_name,team,shirt_number,country,position,age,minutes_played,goals,assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,yellow_cards,red_cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Arnaut Danjuma,Villarreal,9,NED,FW,27-201,78,1,0,0,0,3,1,0,0,20,0,0,0,0.5,0.5,0.0,0,0,7,13,"53,8",1,12,2,2,0,2024-08-19
Ayoze Pérez,Villarreal,22,ESP,FW,31-021,12,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,6,8,"75,0",1,5,1,0,0,2024-08-19
Gerard Moreno,Villarreal,7,ESP,FW,32-134,70,0,0,0,0,2,2,0,0,35,1,0,0,0.1,0.1,0.0,2,0,20,26,"76,9",4,24,0,2,1,2024-08-19
Nicolas Pépé,Villarreal,19,CIV,FW,29-082,20,0,0,0,0,2,0,0,0,13,0,1,0,0.1,0.1,0.0,0,0,6,6,"100,0",0,5,0,4,2,2024-08-19
Álex Baena,Villarreal,16,ESP,LM,23-030,70,0,0,0,0,1,0,0,0,37,0,1,1,0.0,0.0,0.0,3,0,25,31,"80,6",8,20,1,5,2,2024-08-19
Pape Gueye,Villarreal,18,SEN,CM,25-208,20,0,0,0,0,0,0,0,0,22,0,0,2,0.0,0.0,0.0,0,0,15,18,"83,3",2,8,1,0,0,2024-08-19
Santi Comesaña,Villarreal,14,ESP,"CM,LM",27-319,90,0,0,0,0,0,0,0,0,46,1,0,2,0.0,0.0,0.0,0,0,37,39,"94,9",3,21,0,1,1,2024-08-19
Daniel Parejo,Villarreal,10,ESP,CM,35-125,89,0,0,0,0,0,0,0,0,65,1,2,1,0.0,0.0,0.0,0,0,55,59,"93,2",4,22,1,1,1,2024-08-19
Ramón Terrats,Villarreal,20,ESP,CM,23-306,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,"100,0",1,3,0,0,0,2024-08-19
Yéremi Pino,Villarreal,21,ESP,RM,21-304,70,0,0,0,0,1,0,1,0,27,1,0,1,0.1,0.1,0.4,5,0,17,22,"77,3",2,15,1,2,2,2024-08-19
Ilias Akhomach,Villarreal,11,MAR,RM,20-125,20,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,2,0,7,9,"77,8",1,10,1,5,2,2024-08-19
Sergi Cardona,Villarreal,23,ESP,LB,25-042,90,0,0,0,0,0,0,0,0,66,1,1,2,0.0,0.0,0.1,1,0,45,57,"78,9",6,25,2,1,0,2024-08-19
Eric Bailly,Villarreal,4,CIV,CB,30-129,90,0,0,0,0,0,0,0,0,66,1,2,2,0.0,0.0,0.0,0,0,50,55,"90,9",2,31,1,2,2,2024-08-19
Raúl Albiol,Villarreal,3,ESP,CB,38-350,90,0,0,0,0,0,0,0,0,71,1,1,0,0.0,0.0,0.0,1,1,55,60,"91,7",1,30,0,0,0,2024-08-19
Kiko Femenía,Villarreal,17,ESP,RB,33-199,90,0,0,0,0,0,0,0,0,82,3,2,2,0.0,0.0,0.0,2,0,69,74,"93,2",10,39,4,2,1,2024-08-19
Diego Conde,Villarreal,13,ESP,GK,25-296,90,0,1,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.1,1,1,18,24,"75,0",0,14,0,0,0,2024-08-19
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28-258,45,1,0,0,0,1,1,0,0,14,1,0,0,0.1,0.1,0.0,0,0,7,11,"63,6",0,3,0,0,0,2024-08-19
Ángel Correa,Atlético Madrid,10,ARG,FW,29-163,45,0,0,0,0,1,0,0,0,18,1,0,0,0.1,0.1,0.1,2,0,9,11,"81,8",1,10,1,3,3,2024-08-19
Samuel Lino,Atlético Madrid,12,BRA,"AM,WB,CM",24-240,90,0,0,0,0,3,1,1,0,52,1,0,1,0.7,0.7,0.0,2,0,33,41,"80,5",2,32,2,4,2,2024-08-19
Antoine Griezmann,Atlético Madrid,7,FRA,"AM,FW",33-151,77,0,1,0,0,1,1,0,0,45,0,0,0,0.1,0.1,0.1,2,1,35,43,"81,4",3,28,1,0,0,2024-08-19
Julián Álvarez,Atlético Madrid,19,ARG,FW,24-201,13,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,2,2,"100,0",0,1,0,0,0,2024-08-19
Koke,Atlético Madrid,6,ESP,CM,32-224,63,0,0,0,0,0,0,0,0,55,3,0,0,0.0,0.0,0.6,2,0,45,50,"90,0",4,32,0,0,0,2024-08-19
Rodrigo de Paul,Atlético Madrid,5,ARG,CM,30-087,27,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.1,2,0,26,30,"86,7",2,23,0,0,0,2024-08-19
Pablo Barrios,Atlético Madrid,8,ESP,CM,21-065,90,0,1,0,0,2,0,1,0,69,2,2,0,0.0,0.0,0.1,4,2,50,60,"83,3",7,45,1,3,3,2024-08-19
Reinildo Mandava,Atlético Madrid,23,MOZ,WB,30-211,53,0,0,0,0,0,0,0,0,40,2,0,1,0.0,0.0,0.0,0,0,26,35,"74,3",1,20,0,0,0,2024-08-19
Nahuel Molina,Atlético Madrid,16,ARG,WB,26-135,37,0,0,0,0,0,0,0,0,42,2,0,1,0.0,0.0,0.0,0,0,31,38,"81,6",3,20,0,0,0,2024-08-19
Marcos Llorente,Atlético Madrid,14,ESP,"WB,CM",29-202,90,1,0,0,0,1,1,0,0,56,1,0,1,0.1,0.1,0.1,3,1,42,50,"84,0",10,34,3,1,0,2024-08-19
Robin Le Normand,Atlético Madrid,24,ESP,CB,27-282,90,0,0,0,0,0,0,1,0,78,0,0,1,0.0,0.0,0.0,0,0,66,71,"93,0",4,53,1,0,0,2024-08-19
Axel Witsel,Atlético Madrid,20,BEL,CB,35-220,45,0,0,0,0,0,0,0,0,33,0,0,1,0.0,0.0,0.0,0,0,28,30,"93,3",0,26,0,0,0,2024-08-19
José María Giménez,Atlético Madrid,2,URU,CB,29-212,45,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,40,42,"95,2",2,27,0,0,0,2024-08-19
César Azpilicueta,Atlético Madrid,3,ESP,CB,34-357,90,0,0,0,0,0,0,0,0,104,4,0,1,0.0,0.0,0.0,0,0,88,97,"90,7",12,63,2,0,0,2024-08-19
Jan Oblak,Atlético Madrid,13,SVN,GK,31-225,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,19,20,"95,0",0,11,0,0,0,2024-08-19
Pablo Durán,Celta Vigo,18,ESP,RW,23-090,4,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,4,6,"66,7",0,6,0,1,0,2024-08-23
Sergio Carreira,Celta Vigo,5,ESP,RM,23-315,45,0,0,0,0,0,0,0,0,28,3,1,1,0.0,0.0,0.0,1,0,14,18,"77,8",1,10,2,2,1,2024-08-23
Alberto Marí,Valencia,19,ESP,FW,23-043,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,2,4,"50,0",1,2,0,0,0,2024-08-23
Kelechi Iheanacho,Sevilla,9,NGA,FW,27-325,14,0,0,0,0,1,1,0,0,4,0,0,0,0.1,0.1,0.0,0,0,3,3,"100,0",0,2,0,0,0,2024-08-23
Saúl Ñíguez,Sevilla,17,ESP,LM,29-276,90,0,0,0,0,4,1,0,0,73,4,0,3,0.3,0.3,0.0,4,1,50,60,"83,3",11,50,1,3,1,2024-08-23
Chidera Ejuke,Sevilla,21,NGA,RM,26-234,20,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,2,0,6,12,"50,0",1,15,2,7,6,2024-08-23
Marcão,Sevilla,23,BRA,CB,28-079,14,0,0,0,0,0,0,1,0,23,2,1,0,0.0,0.0,0.0,0,0,16,19,"84,2",4,17,0,1,0,2024-08-23
Loïc Badé,Sevilla,22,FRA,CB,24-134,90,0,0,0,0,1,1,0,0,89,2,0,0,0.0,0.0,0.0,1,0,75,83,"90,4",1,62,0,2,2,2024-08-23
Thierno Barry,Villarreal,15,FRA,FW,21-307,26,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,2,7,"28,6",0,6,0,1,0,2024-08-23
Willy Kambwala,Villarreal,5,FRA,CB,19-364,90,0,0,0,0,0,0,0,0,50,4,0,1,0.0,0.0,0.0,0,0,30,41,"73,2",2,20,0,0,0,2024-08-23
Pablo Ibáñez,Osasuna,8,ESP,CM,25-339,8,0,0,0,0,1,1,0,0,4,0,1,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,1,0,0,0,2024-08-24
Nacho Vidal,Osasuna,2,ESP,RB,29-213,11,0,0,0,0,0,0,0,0,8,1,0,1,0.0,0.0,0.0,0,0,4,5,"80,0",0,1,0,0,0,2024-08-24
Abdón Prats,Mallorca,9,ESP,FW,31-261,6,0,0,0,0,1,0,0,0,2,0,0,0,0.1,0.1,0.0,0,0,1,1,"100,0",0,2,0,0,0,2024-08-24
Fermin López,Barcelona,16,ESP,AM,21-105,28,0,0,0,0,0,0,1,0,12,1,0,0,0.0,0.0,0.0,0,0,9,10,"90,0",2,9,0,1,0,2024-08-24
Adu Ares,Athletic Club,23,ESP,RW,22-317,19,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,5,9,"55,6",3,8,1,1,0,2024-08-24
Mikel Jauregizar,Athletic Club,31,ESP,DM,20-286,28,0,0,0,0,0,0,1,0,10,2,0,0,0.0,0.0,0.0,0,0,7,9,"77,8",0,2,0,0,0,2024-08-24
Brian Oliván,Espanyol,14,ESP,"LM,LB",30-145,23,0,0,0,0,0,0,0,0,14,0,1,1,0.0,0.0,0.1,1,0,4,11,"36,4",1,3,1,0,0,2024-08-24
Marash Kumbulla,Espanyol,4,ALB,CB,24-198,90,0,0,0,0,0,0,1,0,36,3,1,2,0.0,0.0,0.0,0,0,18,23,"78,3",0,15,0,1,0,2024-08-24
Umar Sadiq,Real Sociedad,19,NGA,FW,27-204,24,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,2,3,"66,7",1,7,0,0,0,2024-08-24
Pablo Marín,Real Sociedad,28,ESP,LM,21-052,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-08-24
Jon Ander Olasagasti,Real Sociedad,16,ESP,CM,24-008,25,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,11,13,"84,6",1,7,1,0,0,2024-08-24
Alberto Risco,Getafe,26,ESP,LW,18-360,16,0,0,0,0,1,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,2,4,"50,0",0,5,1,2,0,2024-08-24
Pedro Díaz,Rayo Vallecano,4,ESP,LW,26-080,6,0,0,0,0,0,0,0,0,5,1,1,1,0.0,0.0,0.0,0,0,2,2,"100,0",1,0,0,0,0,2024-08-24
Álvaro García,Rayo Vallecano,18,ESP,RW,31-302,27,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,0,6,"0,0",0,3,0,0,0,2024-08-24
Óscar Trejo,Rayo Vallecano,8,ARG,AM,36-120,63,0,0,0,0,1,0,0,0,30,1,1,1,0.2,0.2,0.0,0,0,15,20,"75,0",2,15,1,4,1,2024-08-24
Endrick,Real Madrid,16,BRA,FW,18-035,5,1,0,0,0,1,1,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-08-25
Dani Ceballos,Real Madrid,19,ESP,"AM,LW",28-018,6,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,1,10,10,"100,0",0,6,0,3,2,2024-08-25
Fran García,Real Madrid,20,ESP,LB,25-011,90,0,0,0,0,0,0,0,0,75,3,2,0,0.0,0.0,0.2,3,0,63,67,"94,0",8,51,0,0,0,2024-08-25
Marcos André,Valladolid,9,BRA,FW,27-310,70,0,0,0,0,0,0,1,0,17,0,0,0,0.0,0.0,0.0,0,0,6,10,"60,0",0,14,0,3,2,2024-08-25
Darwin Machís,Valladolid,18,VEN,LM,31-200,57,0,0,0,0,1,0,0,0,16,0,1,0,0.0,0.0,0.0,0,0,5,11,"45,5",0,10,0,0,0,2024-08-25
Mario Martín,Valladolid,12,ESP,DM,20-173,20,0,0,0,0,1,0,0,0,17,1,0,0,0.0,0.0,0.0,1,0,12,13,"92,3",1,10,0,1,0,2024-08-25
Óscar Rodríguez Arnaiz,Leganés,7,ESP,CM,26-058,86,0,1,0,0,1,0,0,0,43,1,1,0,0.0,0.0,0.3,6,2,26,34,"76,5",6,23,3,2,1,2024-08-25
Adrià Altimira,Leganés,2,ESP,"RM,CM",23-150,4,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-08-25
Benito Ramírez,Las Palmas,11,ESP,LB,29-045,13,0,0,0,0,1,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,11,13,"84,6",0,6,0,1,0,2024-08-25
Carlos Martín,Alavés,15,ESP,FW,22-125,30,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,3,5,"60,0",1,3,0,1,0,2024-08-25
Manu Sánchez,Alavés,3,ESP,LB,24-001,90,0,0,0,0,0,0,0,0,57,2,3,3,0.0,0.0,0.0,1,0,27,44,"61,4",4,14,1,0,0,2024-08-25
Aleksandar Sedlar,Alavés,4,SRB,CB,32-256,85,0,0,0,0,0,0,1,1,37,4,1,0,0.0,0.0,0.0,0,0,23,31,"74,2",1,15,0,1,0,2024-08-25
Ricardo Rodríguez,Real Betis,12,SUI,LB,32-000,45,0,0,0,0,0,0,0,0,43,0,2,1,0.0,0.0,0.1,1,0,33,37,"89,2",2,23,0,0,0,2024-08-25
Natan,Real Betis,6,BRA,CB,23-201,5,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,3,0,0,0,2024-08-25
Rodrigo Riquelme,Atlético Madrid,17,ESP,LB,24-145,57,0,0,0,0,2,1,0,0,44,1,0,0,0.2,0.2,0.1,2,0,30,34,"88,2",3,31,3,4,2,2024-08-25
Conor Gallagher,Atlético Madrid,4,ENG,CM,24-201,33,0,0,0,0,0,0,0,0,16,3,0,1,0.0,0.0,0.0,0,0,6,9,"66,7",0,7,0,0,0,2024-08-25
Bojan Miovski,Girona,19,MKD,FW,25-062,32,0,0,0,0,2,1,0,0,10,0,0,0,0.1,0.1,0.0,1,0,7,8,"87,5",0,8,0,0,0,2024-08-25
Viktor Tsyhankov,Girona,8,UKR,RW,26-284,67,0,0,0,0,0,0,0,0,47,1,0,0,0.0,0.0,0.0,3,0,30,42,"71,4",3,30,2,2,1,2024-08-25
Logan Costa,Villarreal,2,CPV,CB,23-147,33,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,17,18,"94,4",0,6,0,0,0,2024-08-26
Alfon,Celta Vigo,12,ESP,RW,25-114,69,0,0,0,0,3,0,0,0,23,1,0,0,0.5,0.5,0.1,8,1,12,16,"75,0",2,17,2,5,4,2024-08-26
Marc Domenech,Mallorca,30,ESP,LW,18-239,9,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,2,0,0,0,2024-08-27
Leo Román,Mallorca,13,ESP,GK,24-052,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,19,25,"76,0",0,16,0,0,0,2024-08-27
Albert Sambi Lokonga,Sevilla,12,BEL,CM,24-310,62,0,0,0,0,0,0,0,0,57,1,0,0,0.0,0.0,0.0,1,0,44,50,"88,0",3,29,0,0,0,2024-08-27
Dani Olmo,Barcelona,20,ESP,AM,26-112,45,1,0,0,0,3,1,0,0,33,0,0,0,0.2,0.2,0.2,3,0,22,26,"84,6",4,24,2,3,2,2024-08-27
Juanmi Latasa,Valladolid,14,ESP,FW,23-158,29,0,0,0,0,3,0,0,0,11,0,0,0,0.2,0.2,0.0,0,0,6,8,"75,0",1,4,0,0,0,2024-08-28
Munir El Haddadi,Leganés,23,MAR,LW,28-362,20,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,4,8,"50,0",0,5,0,2,0,2024-08-28
Jorge Sáenz,Leganés,3,ESP,CB,27-285,90,0,0,0,0,0,0,1,0,68,2,0,0,0.0,0.0,0.0,1,0,52,60,"86,7",1,46,0,0,0,2024-08-28
Álvaro djaló,Athletic Club,11,ESP,LW,25-012,57,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,1,0,8,10,"80,0",0,13,4,2,1,2024-08-28
Javi Martón,Athletic Club,19,ESP,FW,25-114,20,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,3,0,0,0,2024-08-28
Adama Boiro,Athletic Club,32,ESP,LB,22-067,78,0,0,0,0,0,0,0,0,43,2,1,1,0.0,0.0,0.0,0,0,27,36,"75,0",4,17,0,3,2,2024-08-28
Óscar De Marcos,Athletic Club,18,ESP,RB,35-136,90,0,1,0,0,0,0,0,0,71,2,2,1,0.0,0.0,0.0,1,1,47,61,"77,0",4,27,1,2,0,2024-08-28
Julen Agirrezabala,Athletic Club,13,ESP,GK,23-246,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,26,36,"72,2",0,19,0,0,0,2024-08-28
César Tárrega,Valencia,15,ESP,CB,22-184,90,0,0,0,0,0,0,0,0,67,0,1,2,0.0,0.0,0.0,0,0,46,54,"85,2",0,44,0,0,0,2024-08-28
Jon Martin,Real Sociedad,31,ESP,CB,18-240,45,0,0,0,0,2,0,1,0,22,0,1,0,0.1,0.1,0.0,1,0,13,16,"81,3",1,15,0,0,0,2024-08-28
Igor Zubeldia,Real Sociedad,5,ESP,CB,27-151,80,0,0,0,0,0,0,1,0,47,0,1,0,0.0,0.0,0.0,0,0,36,39,"92,3",5,26,1,0,0,2024-08-28
Abderrahman Rebbach,Alavés,21,ALG,"LW,LM",26-017,69,0,0,0,0,0,0,1,0,24,0,0,1,0.0,0.0,0.0,1,0,10,14,"71,4",0,13,2,3,2,2024-08-28
Toni Martínez,Alavés,11,ESP,FW,27-059,21,1,0,0,0,3,2,0,0,11,0,0,1,0.5,0.5,0.0,1,0,2,7,"28,6",0,5,1,0,0,2024-08-28
Pica,Alavés,36,ESP,CB,22-240,90,0,0,0,0,1,1,0,0,47,1,1,2,0.1,0.1,0.0,0,0,30,38,"78,9",2,28,1,0,0,2024-08-28
Walid Cheddira,Espanyol,16,MAR,FW,26-219,27,0,0,0,0,1,1,0,0,8,0,0,0,0.0,0.0,0.0,2,0,1,2,"50,0",0,8,1,3,1,2024-08-28
Fernando Calero,Espanyol,5,ESP,CB,28-349,90,0,0,0,0,0,0,0,0,59,0,2,2,0.0,0.0,0.0,1,0,42,45,"93,3",1,28,0,0,0,2024-08-28
Yaser Asprilla,Girona,10,COL,"RM,FW",20-284,17,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,1,9,9,"100,0",1,9,3,2,1,2024-08-29
Donny van de Beek,Girona,6,NED,FW,27-133,10,0,1,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.9,1,1,1,3,"33,3",0,3,0,2,1,2024-08-29
Alejandro Francés,Girona,16,ESP,RB,22-028,90,0,0,0,0,1,0,0,0,91,3,3,0,0.0,0.0,0.0,0,0,72,82,"87,8",6,60,2,0,0,2024-08-29
Iker Benito,Osasuna,27,ESP,LW,22-019,23,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,1,0,6,10,"60,0",0,7,2,1,0,2024-08-29
Javi Martínez,Osasuna,21,ESP,DM,24-251,6,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,9,9,"100,0",1,6,0,0,0,2024-08-29
José Campaña,Las Palmas,8,ESP,DM,31-090,80,0,0,0,0,0,0,0,0,66,1,2,0,0.0,0.0,0.0,1,0,52,60,"86,7",2,48,1,0,0,2024-08-29
Pablo Torre,Barcelona,14,ESP,RM,21-150,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,2,0,0,0,2024-08-31
Sergi Dominguez,Barcelona,36,ESP,CB,19-152,30,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,33,35,"94,3",2,27,0,0,0,2024-08-31
Cenk Özkacar,Valladolid,6,TUR,FW,23-330,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,0,0,0,0,2024-08-31
Giuliano Simeone,Atlético Madrid,22,ARG,AM,21-257,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",1,3,2,3,2,2024-08-31
Juan Musso,Atlético Madrid,1,ARG,GK,30-117,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,23,29,"79,3",0,13,0,0,0,2024-08-31
Roberto Navarro,Mallorca,27,ESP,"LM,LW,RW",22-141,29,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,1,0,4,6,"66,7",2,3,1,0,0,2024-08-31
Toni Lato,Mallorca,3,ESP,LB,26-284,71,0,0,0,0,0,0,0,0,59,2,1,1,0.0,0.0,0.1,4,1,40,51,"78,4",5,24,3,1,0,2024-08-31
Sergi Canós,Valencia,7,ESP,LM,27-211,9,0,0,0,0,4,2,0,0,17,0,0,0,0.1,0.1,0.0,7,0,9,13,"69,2",1,7,3,0,0,2024-08-31
Juan Bernat,Villarreal,12,ESP,LM,31-183,14,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,3,"66,7",0,2,0,0,0,2024-08-31
Hugo Sotelo,Celta Vigo,33,ESP,CM,20-257,15,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,10,15,"66,7",0,13,1,0,0,2024-09-01
Valentín Barco,Sevilla,19,ARG,"LB,WB",20-040,90,0,0,0,0,3,0,0,0,82,6,1,0,0.1,0.1,0.3,8,0,51,66,"77,3",4,34,1,7,1,2024-09-01
Stanis Idumbo,Sevilla,27,BEL,RW,19-064,9,0,0,0,0,0,0,0,0,6,1,1,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,5,1,0,0,2024-09-01
Bertuğ Yıldırım,Getafe,10,TUR,FW,22-051,77,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,0,0,6,10,"60,0",1,11,2,0,0,2024-09-01
John Joe,Getafe,31,IRL,LW,20-313,6,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,4,0,1,1,2024-09-01
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20-003,25,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,2,10,"20,0",0,4,0,0,0,2024-09-01
Aihen Muñoz,Real Sociedad,3,ESP,RB,27-016,25,0,0,0,0,0,0,1,0,12,1,0,0,0.0,0.0,0.0,0,0,1,5,"20,0",1,0,0,0,0,2024-09-01
Vitor Roque,Real Betis,8,BRA,FW,19-186,34,0,0,0,0,2,1,0,0,11,0,0,0,0.1,0.1,0.1,1,0,5,6,"83,3",0,6,1,2,0,2024-09-01
Assane Diao,Real Betis,38,ESP,RW,18-360,19,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,"66,7",0,3,0,0,0,2024-09-01
Iker Losada,Real Betis,19,ESP,AM,23-031,8,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",2,4,0,1,0,2024-09-01
Giovani Lo Celso,Real Betis,20,ARG,AM,28-157,30,0,0,0,0,0,0,0,0,34,2,0,0,0.0,0.0,0.1,4,0,22,28,"78,6",5,16,1,0,0,2024-09-13
Héctor Bellerín,Real Betis,2,ESP,RB,29-178,29,0,1,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.9,2,1,11,16,"68,8",0,6,0,0,0,2024-09-13
Sébastien Haller,Leganés,18,CIV,FW,30-083,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,1,0,14,24,"58,3",2,10,0,0,0,2024-09-13
Matija Nastasić,Leganés,22,SRB,CB,31-169,45,0,0,0,0,0,0,0,0,19,0,1,2,0.0,0.0,0.0,0,0,10,13,"76,9",0,7,0,1,1,2024-09-13
Valery Fernández,Mallorca,16,ESP,"RM,RB",24-296,45,0,0,0,0,0,0,1,0,17,1,0,1,0.0,0.0,0.0,0,0,8,9,"88,9",3,12,0,3,0,2024-09-14
Santiago Mouriño,Alavés,12,URU,"CB,DM",22-214,27,0,0,0,0,1,1,0,0,29,2,0,0,0.1,0.1,0.1,2,0,22,26,"84,6",6,21,2,0,0,2024-09-14
Joan Jordán,Alavés,24,ESP,"DM,RW",30-070,27,0,1,0,0,1,0,0,0,40,2,0,0,0.0,0.0,0.1,3,1,29,39,"74,4",8,26,1,0,0,2024-09-14
Gonzalo Montiel,Sevilla,15,ARG,"LM,FW",27-257,1,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,2,0,0,0,2024-09-14
Gorka Rivera Alonso,Getafe,30,ESP,"LM,LB,CB",20-044,20,0,0,0,0,0,0,0,0,17,2,0,0,0.0,0.0,0.0,0,0,5,11,"45,5",1,5,0,2,0,2024-09-14
Juan Berrocal,Getafe,4,ESP,CB,25-133,89,0,0,0,0,0,0,0,0,40,4,3,0,0.0,0.0,0.0,0,0,20,29,"69,0",2,15,1,0,0,2024-09-14
Nayef Aguerd,Real Sociedad,21,MAR,CB,28-168,74,0,0,0,0,2,1,0,0,43,2,0,2,0.3,0.3,0.0,0,0,33,34,"97,1",1,28,0,0,0,2024-09-14
Marcos Alonso,Celta Vigo,20,ESP,CB,33-262,16,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,7,7,"100,0",0,5,0,0,0,2024-09-15
Joseph Aidoo,Celta Vigo,15,GHA,CB,28-352,2,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,6,7,"85,7",1,7,0,0,0,2024-09-15
Vicente Guaita,Celta Vigo,13,ESP,GK,37-249,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,23,27,"85,2",0,18,0,0,0,2024-09-15
Kenedy,Valladolid,24,BRA,CM,28-220,6,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,2,"50,0",0,3,1,1,0,2024-09-15
Héctor Fort,Barcelona,32,ESP,RB,18-044,30,0,0,0,0,1,0,0,0,17,0,0,2,0.0,0.0,0.0,1,0,9,12,"75,0",1,5,1,1,0,2024-09-15
Fabio González,Las Palmas,6,ESP,CM,27-216,45,0,0,0,0,2,0,0,0,55,0,0,0,0.1,0.1,0.0,2,1,42,51,"82,4",6,36,0,0,0,2024-09-15
Fábio Silva,Las Palmas,37,POR,CM,22-058,28,0,0,0,0,2,1,0,0,12,0,0,0,0.0,0.0,0.0,2,0,5,8,"62,5",0,7,1,2,1,2024-09-15
Íñigo Ruíz de Galarreta,Athletic Club,16,ESP,DM,31-040,58,0,0,0,0,0,0,1,0,31,1,0,1,0.0,0.0,0.0,0,0,20,27,"74,1",3,16,1,1,1,2024-09-15
Germán Valera,Valencia,30,ESP,RM,22-183,12,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.0,2,0,6,7,"85,7",1,6,0,1,1,2024-09-15
